"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"1191","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,1,3,"Specific donor","Volume",220.295775831004,"Monthly",NA
"1192","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,2,4,"Specific donor","Volume",374.787708836624,"Monthly",NA
"1193","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,2,5,"Specific donor","Volume",559.990139118664,"Monthly",NA
"1194","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,2,6,"Specific donor","Volume",983.558172793588,"Monthly",NA
"1195","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,3,7,"Specific donor","Volume",1163.14008582876,"Monthly",NA
"1196","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1197","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1246","European Commission","European Commission","Not specified","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1247","European Commission","European Commission","Not specified","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1248","European Commission","European Commission","Not specified","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1249","European Commission","European Commission","Not specified","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1250","European Commission","European Commission","Not specified","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1251","European Commission","European Commission","Not specified","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1252","European Commission","European Commission","Not specified","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1253","European Commission","European Commission","Not specified","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1254","European Commission","European Commission","Not specified","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1255","European Commission","European Commission","Not specified","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1256","European Commission","European Commission","Not specified","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1257","European Commission","European Commission","Not specified","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1306","European Commission","European Commission","ODA","Commitments",2021,4,10,"Specific donor","Volume",398.861862636594,"Monthly",NA
"1307","European Commission","European Commission","ODA","Commitments",2021,4,11,"Specific donor","Volume",88.49991182865,"Monthly",NA
"1308","European Commission","European Commission","ODA","Commitments",2021,4,12,"Specific donor","Volume",11951.0598681965,"Monthly",NA
"1309","European Commission","European Commission","ODA","Commitments",2022,1,1,"Specific donor","Volume",-4.522235007428,"Monthly",NA
"1310","European Commission","European Commission","ODA","Commitments",2022,1,2,"Specific donor","Volume",-79.255014292164,"Monthly",NA
"1311","European Commission","European Commission","ODA","Commitments",2022,1,3,"Specific donor","Volume",382.78359531758,"Monthly",NA
"1312","European Commission","European Commission","ODA","Commitments",2022,2,4,"Specific donor","Volume",573.870174231936,"Monthly",NA
"1313","European Commission","European Commission","ODA","Commitments",2022,2,5,"Specific donor","Volume",280.924867289788,"Monthly",NA
"1314","European Commission","European Commission","ODA","Commitments",2022,2,6,"Specific donor","Volume",360.197986573256,"Monthly",NA
"1315","European Commission","European Commission","ODA","Commitments",2022,3,7,"Specific donor","Volume",1688.8612873651,"Monthly",NA
"1316","European Commission","European Commission","ODA","Commitments",2022,3,8,"Specific donor","Volume",1090.5206412746,"Monthly",NA
"1317","European Commission","European Commission","ODA","Commitments",2022,3,9,"Specific donor","Volume",1737.0799676597,"Monthly",NA
"1366","European Commission","European Commission","OOF","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1367","European Commission","European Commission","OOF","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1368","European Commission","European Commission","OOF","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1369","European Commission","European Commission","OOF","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1370","European Commission","European Commission","OOF","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1371","European Commission","European Commission","OOF","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1372","European Commission","European Commission","OOF","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1373","European Commission","European Commission","OOF","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1374","European Commission","European Commission","OOF","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1375","European Commission","European Commission","OOF","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1376","European Commission","European Commission","OOF","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1377","European Commission","European Commission","OOF","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1426","European Commission","European Commission","Other flows","Commitments",2021,4,10,"Specific donor","Volume",509.1129,"Monthly",NA
"1427","European Commission","European Commission","Other flows","Commitments",2021,4,11,"Specific donor","Volume",215.92887701767,"Monthly",NA
"1428","European Commission","European Commission","Other flows","Commitments",2021,4,12,"Specific donor","Volume",1765.59427094144,"Monthly",NA
"1429","European Commission","European Commission","Other flows","Commitments",2022,1,1,"Specific donor","Volume",15.095,"Monthly",NA
"1430","European Commission","European Commission","Other flows","Commitments",2022,1,2,"Specific donor","Volume",60.186784,"Monthly",NA
"1431","European Commission","European Commission","Other flows","Commitments",2022,1,3,"Specific donor","Volume",220.3427148928,"Monthly",NA
"1432","European Commission","European Commission","Other flows","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1433","European Commission","European Commission","Other flows","Commitments",2022,2,5,"Specific donor","Volume",17.970352490036,"Monthly",NA
"1434","European Commission","European Commission","Other flows","Commitments",2022,2,6,"Specific donor","Volume",309.452120642716,"Monthly",NA
"1435","European Commission","European Commission","Other flows","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1436","European Commission","European Commission","Other flows","Commitments",2022,3,8,"Specific donor","Volume",323.081139414,"Monthly",NA
"1437","European Commission","European Commission","Other flows","Commitments",2022,3,9,"Specific donor","Volume",58.79556528024,"Monthly",NA
"1486","Finland","Finland","Not specified","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1487","Finland","Finland","Not specified","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1488","Finland","Finland","Not specified","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1489","Finland","Finland","Not specified","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1490","Finland","Finland","Not specified","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1491","Finland","Finland","Not specified","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1492","Finland","Finland","Not specified","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1493","Finland","Finland","Not specified","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1494","Finland","Finland","Not specified","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1495","Finland","Finland","Not specified","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1496","Finland","Finland","Not specified","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1497","Finland","Finland","Not specified","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1546","Finland","Finland","ODA","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1547","Finland","Finland","ODA","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1548","Finland","Finland","ODA","Commitments",2021,4,12,"Specific donor","Volume",1672.95151397824,"Monthly",NA
"1549","Finland","Finland","ODA","Commitments",2022,1,1,"Specific donor","Volume",1.3796660936,"Monthly",NA
"1550","Finland","Finland","ODA","Commitments",2022,1,2,"Specific donor","Volume",20.6189283028,"Monthly",NA
"1551","Finland","Finland","ODA","Commitments",2022,1,3,"Specific donor","Volume",14.091780262,"Monthly",NA
"1552","Finland","Finland","ODA","Commitments",2022,2,4,"Specific donor","Volume",25.6669342,"Monthly",NA
"1553","Finland","Finland","ODA","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1554","Finland","Finland","ODA","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1555","Finland","Finland","ODA","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1556","Finland","Finland","ODA","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1557","Finland","Finland","ODA","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1606","Finland","Finland","OOF","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1607","Finland","Finland","OOF","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1608","Finland","Finland","OOF","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1609","Finland","Finland","OOF","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1610","Finland","Finland","OOF","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1611","Finland","Finland","OOF","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1612","Finland","Finland","OOF","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1613","Finland","Finland","OOF","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1614","Finland","Finland","OOF","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1615","Finland","Finland","OOF","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1616","Finland","Finland","OOF","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1617","Finland","Finland","OOF","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1666","Finland","Finland","Other flows","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1667","Finland","Finland","Other flows","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1668","Finland","Finland","Other flows","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1669","Finland","Finland","Other flows","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1670","Finland","Finland","Other flows","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1671","Finland","Finland","Other flows","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1672","Finland","Finland","Other flows","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"1673","Finland","Finland","Other flows","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"1674","Finland","Finland","Other flows","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"1675","Finland","Finland","Other flows","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"1676","Finland","Finland","Other flows","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"1677","Finland","Finland","Other flows","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"1726","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"1727","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"1728","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"1729","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"1730","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"1731","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"1732","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
