"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","oda_oof_other","variable","value","timeframe","rollingyear"
"61821","World Bank","World Bank",NA,"Disbursements",2021,1,2,"Specific donor","OOF","Volume",0,"Monthly",NA
"61831","World Bank","World Bank",NA,"Disbursements",2021,1,3,"Specific donor","OOF","Volume",4424.57926144,"Monthly",NA
"61841","World Bank","World Bank",NA,"Disbursements",2021,2,4,"Specific donor","OOF","Volume",0,"Monthly",NA
"61851","World Bank","World Bank",NA,"Disbursements",2021,2,5,"Specific donor","OOF","Volume",0,"Monthly",NA
"61861","World Bank","World Bank",NA,"Disbursements",2021,2,6,"Specific donor","OOF","Volume",5297.61012931,"Monthly",NA
"61871","World Bank","World Bank",NA,"Disbursements",2021,3,7,"Specific donor","OOF","Volume",0,"Monthly",NA
"61881","World Bank","World Bank",NA,"Disbursements",2021,3,8,"Specific donor","OOF","Volume",0,"Monthly",NA
"61891","World Bank","World Bank",NA,"Disbursements",2021,3,9,"Specific donor","OOF","Volume",6152.32955054,"Monthly",NA
"62261","World Bank","World Bank",NA,"Disbursements",2020,4,10,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62271","World Bank","World Bank",NA,"Disbursements",2020,4,11,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62281","World Bank","World Bank",NA,"Disbursements",2020,4,12,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62291","World Bank","World Bank",NA,"Disbursements",2021,1,1,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62301","World Bank","World Bank",NA,"Disbursements",2021,1,2,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62311","World Bank","World Bank",NA,"Disbursements",2021,1,3,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62321","World Bank","World Bank",NA,"Disbursements",2021,2,4,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62331","World Bank","World Bank",NA,"Disbursements",2021,2,5,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62341","World Bank","World Bank",NA,"Disbursements",2021,2,6,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62351","World Bank","World Bank",NA,"Disbursements",2021,3,7,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62361","World Bank","World Bank",NA,"Disbursements",2021,3,8,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62371","World Bank","World Bank",NA,"Disbursements",2021,3,9,"Specific donor","Other flows","Volume",0,"Monthly",NA
"62741","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,10,"Specific donor","All flows","Volume",643.792456,"Monthly",NA
"62751","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,11,"Specific donor","All flows","Volume",569.621159,"Monthly",NA
"62761","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,12,"Specific donor","All flows","Volume",1670.123806,"Monthly",NA
"62771","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,1,"Specific donor","All flows","Volume",497.319533,"Monthly",NA
"62781","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,2,"Specific donor","All flows","Volume",518.38052,"Monthly",NA
"62791","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,3,"Specific donor","All flows","Volume",701.092505999999,"Monthly",NA
"62801","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,4,"Specific donor","All flows","Volume",753.976938999999,"Monthly",NA
"62811","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,5,"Specific donor","All flows","Volume",665.677498,"Monthly",NA
"62821","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,6,"Specific donor","All flows","Volume",847.712575,"Monthly",NA
"62831","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,7,"Specific donor","All flows","Volume",631.822045,"Monthly",NA
"62841","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,8,"Specific donor","All flows","Volume",740.194508,"Monthly",NA
"62851","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,9,"Specific donor","All flows","Volume",1225.535556,"Monthly",NA
"63221","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,10,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63231","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,11,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63241","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,12,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63251","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,1,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63261","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,2,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63271","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,3,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63281","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,4,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63291","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,5,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63301","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,6,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63311","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,7,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63321","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,8,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63331","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,9,"Specific donor","Not specified","Volume",0,"Monthly",NA
"63701","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,10,"Specific donor","ODA","Volume",643.792456,"Monthly",NA
"63711","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,11,"Specific donor","ODA","Volume",569.621159,"Monthly",NA
"63721","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,12,"Specific donor","ODA","Volume",1670.123806,"Monthly",NA
"63731","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,1,"Specific donor","ODA","Volume",497.319533,"Monthly",NA
"63741","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,2,"Specific donor","ODA","Volume",518.38052,"Monthly",NA
"63751","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,3,"Specific donor","ODA","Volume",701.092505999999,"Monthly",NA
"63761","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,4,"Specific donor","ODA","Volume",753.976938999999,"Monthly",NA
"63771","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,5,"Specific donor","ODA","Volume",665.677498,"Monthly",NA
"63781","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,6,"Specific donor","ODA","Volume",847.712575,"Monthly",NA
"63791","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,7,"Specific donor","ODA","Volume",631.822045,"Monthly",NA
"63801","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,8,"Specific donor","ODA","Volume",740.194508,"Monthly",NA
"63811","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,9,"Specific donor","ODA","Volume",1225.535556,"Monthly",NA
"64181","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,10,"Specific donor","OOF","Volume",0,"Monthly",NA
"64191","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,11,"Specific donor","OOF","Volume",0,"Monthly",NA
"64201","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,12,"Specific donor","OOF","Volume",0,"Monthly",NA
"64211","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,1,"Specific donor","OOF","Volume",0,"Monthly",NA
"64221","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,2,"Specific donor","OOF","Volume",0,"Monthly",NA
"64231","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,3,"Specific donor","OOF","Volume",0,"Monthly",NA
"64241","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,4,"Specific donor","OOF","Volume",0,"Monthly",NA
"64251","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,5,"Specific donor","OOF","Volume",0,"Monthly",NA
"64261","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,6,"Specific donor","OOF","Volume",0,"Monthly",NA
"64271","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,7,"Specific donor","OOF","Volume",0,"Monthly",NA
"64281","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,8,"Specific donor","OOF","Volume",0,"Monthly",NA
"64291","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,9,"Specific donor","OOF","Volume",0,"Monthly",NA
"64661","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,10,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64671","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,11,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64681","World Food Programme","World Food Programme",NA,"Disbursements",2020,4,12,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64691","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,1,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64701","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,2,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64711","World Food Programme","World Food Programme",NA,"Disbursements",2021,1,3,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64721","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,4,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64731","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,5,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64741","World Food Programme","World Food Programme",NA,"Disbursements",2021,2,6,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64751","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,7,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64761","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,8,"Specific donor","Other flows","Volume",0,"Monthly",NA
"64771","World Food Programme","World Food Programme",NA,"Disbursements",2021,3,9,"Specific donor","Other flows","Volume",0,"Monthly",NA
"65141",NA,"Bilateral",NA,"Disbursements",2020,4,10,"Organisation type","All flows","Volume",5657.56415169385,"Monthly",NA
"65151",NA,"Bilateral",NA,"Disbursements",2020,4,11,"Organisation type","All flows","Volume",5814.68832650369,"Monthly",NA
"65161",NA,"Bilateral",NA,"Disbursements",2020,4,12,"Organisation type","All flows","Volume",21622.6531360752,"Monthly",NA
"65171",NA,"Bilateral",NA,"Disbursements",2021,1,1,"Organisation type","All flows","Volume",4339.45118828077,"Monthly",NA
"65181",NA,"Bilateral",NA,"Disbursements",2021,1,2,"Organisation type","All flows","Volume",3896.79561317956,"Monthly",NA
"65191",NA,"Bilateral",NA,"Disbursements",2021,1,3,"Organisation type","All flows","Volume",12399.7736797311,"Monthly",NA
"65201",NA,"Bilateral",NA,"Disbursements",2021,2,4,"Organisation type","All flows","Volume",3368.14959359004,"Monthly",NA
"65211",NA,"Bilateral",NA,"Disbursements",2021,2,5,"Organisation type","All flows","Volume",3653.76535800746,"Monthly",NA
"65221",NA,"Bilateral",NA,"Disbursements",2021,2,6,"Organisation type","All flows","Volume",7126.35329557866,"Monthly",NA
"65231",NA,"Bilateral",NA,"Disbursements",2021,3,7,"Organisation type","All flows","Volume",12122.4290371052,"Monthly",NA
"65241",NA,"Bilateral",NA,"Disbursements",2021,3,8,"Organisation type","All flows","Volume",4529.26967476216,"Monthly",NA
"65251",NA,"Bilateral",NA,"Disbursements",2021,3,9,"Organisation type","All flows","Volume",8796.4778135756,"Monthly",NA
"65621",NA,"Bilateral",NA,"Disbursements",2020,4,10,"Organisation type","Not specified","Volume",0.1792320426,"Monthly",NA
"65631",NA,"Bilateral",NA,"Disbursements",2020,4,11,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65641",NA,"Bilateral",NA,"Disbursements",2020,4,12,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65651",NA,"Bilateral",NA,"Disbursements",2021,1,1,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65661",NA,"Bilateral",NA,"Disbursements",2021,1,2,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65671",NA,"Bilateral",NA,"Disbursements",2021,1,3,"Organisation type","Not specified","Volume",0.00667467,"Monthly",NA
"65681",NA,"Bilateral",NA,"Disbursements",2021,2,4,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65691",NA,"Bilateral",NA,"Disbursements",2021,2,5,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65701",NA,"Bilateral",NA,"Disbursements",2021,2,6,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65711",NA,"Bilateral",NA,"Disbursements",2021,3,7,"Organisation type","Not specified","Volume",0.0014016807,"Monthly",NA
"65721",NA,"Bilateral",NA,"Disbursements",2021,3,8,"Organisation type","Not specified","Volume",0,"Monthly",NA
"65731",NA,"Bilateral",NA,"Disbursements",2021,3,9,"Organisation type","Not specified","Volume",0,"Monthly",NA
"66101",NA,"Bilateral",NA,"Disbursements",2020,4,10,"Organisation type","ODA","Volume",5651.00669264154,"Monthly",NA
"66112",NA,"Bilateral",NA,"Disbursements",2020,4,11,"Organisation type","ODA","Volume",5805.70466073866,"Monthly",NA
"66121",NA,"Bilateral",NA,"Disbursements",2020,4,12,"Organisation type","ODA","Volume",21606.2528411776,"Monthly",NA
"66131",NA,"Bilateral",NA,"Disbursements",2021,1,1,"Organisation type","ODA","Volume",4304.39450003957,"Monthly",NA
"66141",NA,"Bilateral",NA,"Disbursements",2021,1,2,"Organisation type","ODA","Volume",3871.16438291301,"Monthly",NA
"66151",NA,"Bilateral",NA,"Disbursements",2021,1,3,"Organisation type","ODA","Volume",12378.8449541726,"Monthly",NA
"66161",NA,"Bilateral",NA,"Disbursements",2021,2,4,"Organisation type","ODA","Volume",3344.62136481628,"Monthly",NA
"66171",NA,"Bilateral",NA,"Disbursements",2021,2,5,"Organisation type","ODA","Volume",3639.9506046153,"Monthly",NA
"66181",NA,"Bilateral",NA,"Disbursements",2021,2,6,"Organisation type","ODA","Volume",7111.4238599011,"Monthly",NA
"66191",NA,"Bilateral",NA,"Disbursements",2021,3,7,"Organisation type","ODA","Volume",12106.8489210118,"Monthly",NA
"66201",NA,"Bilateral",NA,"Disbursements",2021,3,8,"Organisation type","ODA","Volume",4520.17708998279,"Monthly",NA
"66211",NA,"Bilateral",NA,"Disbursements",2021,3,9,"Organisation type","ODA","Volume",8785.16515629162,"Monthly",NA
"66581",NA,"Bilateral",NA,"Disbursements",2020,4,10,"Organisation type","OOF","Volume",0.64200032654,"Monthly",NA
"66591",NA,"Bilateral",NA,"Disbursements",2020,4,11,"Organisation type","OOF","Volume",0.74733924324,"Monthly",NA
"66601",NA,"Bilateral",NA,"Disbursements",2020,4,12,"Organisation type","OOF","Volume",0.520238450974,"Monthly",NA
"66614",NA,"Bilateral",NA,"Disbursements",2021,1,1,"Organisation type","OOF","Volume",1.11397311987,"Monthly",NA
"66621",NA,"Bilateral",NA,"Disbursements",2021,1,2,"Organisation type","OOF","Volume",0,"Monthly",NA
"66631",NA,"Bilateral",NA,"Disbursements",2021,1,3,"Organisation type","OOF","Volume",7.153855831047,"Monthly",NA
"66641",NA,"Bilateral",NA,"Disbursements",2021,2,4,"Organisation type","OOF","Volume",1.5438,"Monthly",NA
"66651",NA,"Bilateral",NA,"Disbursements",2021,2,5,"Organisation type","OOF","Volume",0,"Monthly",NA
"66661",NA,"Bilateral",NA,"Disbursements",2021,2,6,"Organisation type","OOF","Volume",0.4106569752,"Monthly",NA
"66671",NA,"Bilateral",NA,"Disbursements",2021,3,7,"Organisation type","OOF","Volume",0.2630110308,"Monthly",NA
"66681",NA,"Bilateral",NA,"Disbursements",2021,3,8,"Organisation type","OOF","Volume",0.71902485,"Monthly",NA
"66691",NA,"Bilateral",NA,"Disbursements",2021,3,9,"Organisation type","OOF","Volume",0,"Monthly",NA
"67061",NA,"Bilateral",NA,"Disbursements",2020,4,10,"Organisation type","Other flows","Volume",5.7362266831725,"Monthly",NA
"67071",NA,"Bilateral",NA,"Disbursements",2020,4,11,"Organisation type","Other flows","Volume",8.23632652178415,"Monthly",NA
"67081",NA,"Bilateral",NA,"Disbursements",2020,4,12,"Organisation type","Other flows","Volume",15.880056446655,"Monthly",NA
"67091",NA,"Bilateral",NA,"Disbursements",2021,1,1,"Organisation type","Other flows","Volume",33.942715121322,"Monthly",NA
"67101",NA,"Bilateral",NA,"Disbursements",2021,1,2,"Organisation type","Other flows","Volume",25.631230266549,"Monthly",NA
"67111",NA,"Bilateral",NA,"Disbursements",2021,1,3,"Organisation type","Other flows","Volume",13.768195057425,"Monthly",NA
"67121",NA,"Bilateral",NA,"Disbursements",2021,2,4,"Organisation type","Other flows","Volume",21.984428773764,"Monthly",NA
"67131",NA,"Bilateral",NA,"Disbursements",2021,2,5,"Organisation type","Other flows","Volume",13.814753392161,"Monthly",NA
"67141",NA,"Bilateral",NA,"Disbursements",2021,2,6,"Organisation type","Other flows","Volume",14.518778702364,"Monthly",NA
"67151",NA,"Bilateral",NA,"Disbursements",2021,3,7,"Organisation type","Other flows","Volume",15.315703381935,"Monthly",NA
"67161",NA,"Bilateral",NA,"Disbursements",2021,3,8,"Organisation type","Other flows","Volume",8.37355992936957,"Monthly",NA
"67171",NA,"Bilateral",NA,"Disbursements",2021,3,9,"Organisation type","Other flows","Volume",11.312657283978,"Monthly",NA
"67541",NA,"IFI",NA,"Disbursements",2020,4,10,"Organisation type","All flows","Volume",1122.19618476329,"Monthly",NA
"67551",NA,"IFI",NA,"Disbursements",2020,4,11,"Organisation type","All flows","Volume",1454.07709281667,"Monthly",NA
"67561",NA,"IFI",NA,"Disbursements",2020,4,12,"Organisation type","All flows","Volume",15194.899779295,"Monthly",NA
"67571",NA,"IFI",NA,"Disbursements",2021,1,1,"Organisation type","All flows","Volume",988.253754460817,"Monthly",NA
"67581",NA,"IFI",NA,"Disbursements",2021,1,2,"Organisation type","All flows","Volume",419.077096643874,"Monthly",NA
"67591",NA,"IFI",NA,"Disbursements",2021,1,3,"Organisation type","All flows","Volume",10762.5807386121,"Monthly",NA
"67601",NA,"IFI",NA,"Disbursements",2021,2,4,"Organisation type","All flows","Volume",579.272151200224,"Monthly",NA
"67611",NA,"IFI",NA,"Disbursements",2021,2,5,"Organisation type","All flows","Volume",213.901515743002,"Monthly",NA
"67621",NA,"IFI",NA,"Disbursements",2021,2,6,"Organisation type","All flows","Volume",15163.081141683,"Monthly",NA
"67631",NA,"IFI",NA,"Disbursements",2021,3,7,"Organisation type","All flows","Volume",290.526619242504,"Monthly",NA
"67641",NA,"IFI",NA,"Disbursements",2021,3,8,"Organisation type","All flows","Volume",429.640367973882,"Monthly",NA
"67651",NA,"IFI",NA,"Disbursements",2021,3,9,"Organisation type","All flows","Volume",11081.5647701985,"Monthly",NA
"68021",NA,"IFI",NA,"Disbursements",2020,4,10,"Organisation type","Not specified","Volume",0.203826,"Monthly",NA
"68031",NA,"IFI",NA,"Disbursements",2020,4,11,"Organisation type","Not specified","Volume",3.594232,"Monthly",NA
"68041",NA,"IFI",NA,"Disbursements",2020,4,12,"Organisation type","Not specified","Volume",188.313537,"Monthly",NA
"68051",NA,"IFI",NA,"Disbursements",2021,1,1,"Organisation type","Not specified","Volume",1,"Monthly",NA
